id,keyword,location,text,target,text_length
1445,body%20bags,United States,year mil service taught body bag pea,0,36
1446,body%20bags,"Sacramento, CA",oh fuck im dying trevor tossing body bag today,0,46
1447,body%20bags,,cover american body bag fellow american,0,39
1448,body%20bags,,plastic bag body bag real issue gtfoh,0,37
1449,body%20bags,thundernation,obama brought embassador back body bag lied family,0,50
1450,body%20bags,Karachi /Pakistan,aftermath kargil war nda government ordered procurement body bag,1,64
1451,body%20bags,,like got cucked iran damage american military base response,0,59
1452,body%20bags,Downey,buy body bag,0,12
1453,body%20bags,"Fort Worth, TX",come mind read comment remember rumor w,0,39
1454,body%20bags,,body bag lined fast one place filmed seemed little convenient saying,0,68
1455,body%20bags,Ottawa,dominican first fly head venezuela land haitian student amp relief another fact nobod,0,85
1456,body%20bags,,bring body bag killed em gbmfr,0,30
1458,body%20bags,Bright Lights of NYC,guy already know put people body bag miketyson vfw post centereach,0,66
1459,body%20bags,St.Paul Minnesota,stung soldier go home body bag id guess approach cheaper invading afghanistan every year,0,88
1461,body%20bags,"New York, USA",bc huntress harley honestly look like theyre wearing body bag go paint house sumn,0,81
1462,body%20bags,Upstate NY,cue body bag burrow strike geauxtigahs,0,38
1463,body%20bags,Northwoods of Wisconsin,body bag year,0,13
1464,body%20bags,Toronto,wont area sealed fascist murder resister,0,40
1465,body%20bags,"Canton, GA",someone must thinking resuming draft else would man guest cspan washington journal,0,82
1466,body%20bags,Depression expression,good job knuckle hope enjoy gathering body bag telling family loved one dead,0,76
1467,body%20bags,"Batesville, AR",mean partisan impeachment house shammed evidence attack ira,0,59
1469,body%20bags,Jaztherapperbooking@gmail.com,listen casey jay kill m murk one biggest body bag ever,0,54
1470,body%20bags,"Alberta, Canada",put money clinton body bag,0,26
1472,body%20bags,ATX,little known chris lee neighbor london boris karloff lived amp cadogan sq k,0,75
1473,bomb,Indian,u planted bomb still people afraid park motarcycle u may plant bomb ur scared letter written urdu,0,97
1474,bomb,"Sydney, Australia",jersey city kosher market shooter carrying devastating bomb official disclose,1,77
1475,bomb,,result powerful bomb used gangwar sweden far one exploded,0,57
1476,bomb,,girlfriend want spend rest life kim jongdae,0,43
1477,bomb,,arrived juvenile detention center swept islamic stateinspired plot set pressureco,0,81
1478,bomb,,todayshero james rose whose leg blown roadside bomb afghanistan also suffered broken pelvis,1,91
1479,bomb,,report harry amp meghan want live america trump leaf office spent year bomb shelter,0,83
1480,bomb,"Oakland, CA",eat fucking want bomb body awe okay,0,35
1481,bomb,,local knowing video kpop saying bomb af little know,0,51
1482,bomb,,army trending thankyoubighit show appreciation towards bighit providing subtitle new bangta,0,91
1483,bomb,"Leeds, England",chanel bomb,0,11
1484,bomb,"Texas, USA",cherry pepsi drop vanilla bombbomb makingmyselflookbusy leaninginwins,0,69
1485,bomb,,weird feel kinda excited next bangtan bomb come wanna see sub sht exciting,0,74
1486,bomb,,dr doofenshmirtz really dropping n bomb,0,39
1487,bomb,희망 ~ 슈가 ~ 지민 ~ 정국,army complaining bighit never give bangtan bomb subtitle bangtan bomb subtitle nowhere,0,86
1488,bomb,"Portland, OR",know sound bomb right chicken sandwich whataburger,0,50
1489,bomb,Side 3,passed away euphemistic trash part reason still violently killed yearo,0,70
1490,bomb,Brighton UK,dont mention atomic bomb think got away,0,39
1491,bomb,Royaume du Maroc,bangtan bomb subtitle celebrate watching jungkook eat ice cream,0,63
1492,bomb,,say base iran simply put iran cant bo,0,37
1493,bomb,right here,atomic normal bomb,0,18
1494,bomb,,bangtan bomb english translation yaaaaaass finally thank bighit,0,63
1495,bomb,방탄소년단,bullying bad come finally got bangtan bomb sub,0,46
1496,bomb,Osasco,destruction mercury pollution two problem caused illegal wildcat gold mining brazil yanomami,0,92
1497,bomb,,idiot couldnt imaging import muslim immigrant bdesh pa,0,54
1498,bomb,texas,bangtan bomb eng sub happy bighit finally listened u,0,52
1499,bomb,"Tangerang, Banten",army bighit ayo dong bts tour bighit ok di list army bighit ayo dong bts comeback bighit ok siap army bighit ban,0,112
1501,bomb,BANGTAN'S CASA,bangtan bomb english sub finally,0,32
1502,bomb,Italia,syria southern idlib countryside assad regime militia stationed nearby checkpoint bomb town talmin,1,98
1503,bomb,NJ,jersey city shooter bomb powerful enough kill football field away,0,65
1504,bomb,Singapore,chicken mcmuffin bomb af,0,24
1505,bomb,静岡,bomb planted,0,12
1506,bomb,"California, USA",want talk hitlery pay foreign national investigat,0,49
1507,bomb,"New South Wales, Australia",switching barraskewda sashed small gourgeist imprison trick room seed bomb phanto,0,81
1508,bomb,,ok london berlin buenos aire seoul people place speak english german spanish korean day,0,87
1509,bomb,แทฮยอง 🐯💜,theyve stopped restocking army bomb weply u big hit shoparmy bomb coming within next couple month b,0,99
1510,bomb,,new bangtan bomb episode actually trending million view lol,0,59
1511,bomb,"Lahore, Pakistan",youve ramped brutal sanction iran killing ordinary iranian murder top military figure,0,85
1512,bomb,,im humble see cave get nominated mom dad amp si watching small mobile syria bomb sh,0,83
1513,bomb,,breaking bomb van nj kosher market terror suspect couldve killed people football field away official say h,1,106
1514,bomb,Polska 🇵🇱,hyejoos teaser hit k like ig hit k twt view counting cherry bomb video,0,70
1515,bomb,"St Louis, MO",arrest made separate bomb threat ofallon mo,0,43
1516,bomb,,alott jongdae husband dad yoonterlude aka shadow masterpiece legit one favourite bts,0,84
1517,bomb,,bomb van nj shooting attack suspect couldve killed people football field away official said,1,91
1518,bomb,Doesn'tLikeRankingOT7ForReal,bangtan bomb subtitle making debut seokjins acting debut,0,56
1519,bomb,India,bring kind protest put front human shield attack security personal petrol bomb amp stone,0,88
1520,bomb,,bangtan bomb much ice cream jung kook eat bts,0,45
1521,bomb,Gaborone,lmao real id bomb cartoon network there way im letting ruin like ruined teen,0,76
1522,bombed,,anyone else see irony sfira abstain westminster yet still take wage bombed uk damaged ou,0,88
1523,bombed,City Of Angels,nato bombed libya statehood russian foreign minister lavrov via,0,63
1524,bombed,"Oahu, Hawaii",bombed ig one follower hi here graphic liner messed kept going ok bye,0,69
1525,bombed,,among farleft american terrorist group flourished none extreme v,0,64
1526,bombed,"Scandinavia ... Freedom of speech, expression and religion is valued here - deal with it, when it hurts your feelings!",breaking soleimanis killing marked culmination u unlawful activity washington went beyond legal framework,0,105
1527,bombed,Texas,theyre comparing energy output atomic bomb theyre actually saying ocean,0,71
1528,bombed,,take exact outcome attempted ally u ally iran prec,0,50
1529,bombed,,breaking nato bombed libya statehood russian foreign minister lavrov,0,68
1530,bombed,"Larkhall, Scotland",definitely say bombed name go around saying well bomb x co disagre,0,66
1531,bombed,,oct united state america bombed kiribati country left united state,1,66
1532,bombed,Kosovo,according serb minister supporting war crime general ok waving green mne flag wrong people see,0,94
1533,bombed,,hadaba military college cadet drone bombed lna tripoli libya,1,60
1534,bombed,,u bombed destabilized afghanistan iraq somalia yemen libya syria lebanon venezuela ukraine boliv,1,96
1535,bombed,Hong Kong,way khalsa diwan sikh temple wanchai district listed building constructed survive,0,81
1536,bombed,"California, USA",today four black church held sunday service unique circumstance day earlier montgomery,0,86
1538,bombed,"Terranora, Australia",u liberal say trump started warhe bombed guy killed innocent american u think,1,77
1539,bombed,"Fresno, CA",thing streamed first time bombed hey practice make perfect,0,58
1540,bombed,"Hamilton, Scotland",ive yet see condemnation banner video organiser thi,0,51
1541,bombed,Los Angeles,let get straight u military base iraq bombed iran whats trump response illegally divert,1,87
1542,bombed,,wait iran get bombed ground god bless trump,1,43
1543,bombed,,ive yet see condemnation banner video organis,0,45
1544,bombed,,remain alliance fortunately bombed labour vote dont mention,0,59
1545,bombed,,lakini hapo omamo put make sure dont get bombed finish contract negotiation,0,75
1546,bombed,,today idlib father stand despair look daughter torn half russian airstrikes,0,75
1547,bombed,The Internet,donatobombed,0,12
1548,bombed,"Orange, California",trump dangerous irresponsible narcissist bombed soleimani distract impeachment canadian ceo say,1,95
1549,bombed,,cnn u troop describe terror iran missile attack held gun put head,0,65
1550,bombed,,sep united state america bombed netherlands country left united state,0,69
1551,bombed,Virginia,bruh randomly thundered knowwhere shit loud af felt chest real tho,0,66
1552,bombed,"Uganda, Nigeria",imagine get phone call israeli army telling evacuate home bombed ten minu,0,73
1553,bombed,India,rofl told wouldnt understand tell credential,0,44
1554,bombed,,another film nominated best documentary feature forsama harrowing reality syrian conflict hospita,0,97
1555,bombed,Pawnee Nation,reminder rcmp bombed oil site dirty trick campaign,0,50
1556,bombed,,fucked kid bombed jim,0,21
1557,bombed,,lavrov libyan statehood bombed nato libyan still facing con,1,59
1558,bombed,"California, USA",nothing decide german bombed pearl harbor hell,0,46
1559,bombed,,bombed exhibit sea maraga,0,25
1560,bombed,,whenever shahidkapoor got injured shooting film film became super flop happened,0,79
1561,bombed,,excellent panel putting historicalregionalglobal context iran iraquae yemen israel amp course,0,93
1562,bombed,种花家,hacking benefited rival company huawei,0,38
1563,bombed,,place child called home bombed assad putin lucky,0,48
1564,bombed,"Louisiana, USA",dont recall loving hannity damnedestspeaking onair directly iranian government official,0,87
1565,bombed,,aug united state america bombed ecuador country left united state,0,65
1566,bombed,England,tell two family people mosque bombed muslim,0,43
1567,bombed,"St. Helens, England",battlefield tour couple year ago met gent badly wounded ship b,0,62
1568,bombed,Occupied Palestine #ترشيحا,despot friendly u israel get kind obituary new york time de,0,59
1569,bombed,"Belfast, Northern Ireland",anyone else see irony sfira abstain westminster yet still take wage bombed uk damag,0,83
1570,bombed,Liverpool,join u thtuesday january pm justice grenfell step bombed church liverpool,0,73
1571,bombed,,impact got review bombed,0,24
1572,bombed,,lavrov libyan statehood bombed nato libyan still facing c,1,57
1573,bombed,"Zimbabwe, Midlands",bodied selfie bombed,0,20
1574,bombed,colonized Lenape land (nyc),though palestinian living ground apartheid,0,42
1575,bombed,,lavrov libyan statehood bombed nato libyan still facing consequence illeg,1,73
1576,bombed,,natobombedlibyastatehoodrussiaforeignministerlavrovconfirmlibyannationalarmylna,0,79
1577,bombed,,neomccarthyism toward person fighting empire corporatism live inf,0,65
1578,bombed,,threat ok sturgeon tell lie hate im going start witch hunt,0,58
1579,bombing,One It Forever 🦋,work else bombing cj enm fr,0,27
1580,bombing,"Meanwhile, Scotland",retweet fix problem deal root problem marine le pen macron tell u fighting terr,0,79
1581,bombing,"Essendon, Melbourne, Australia",keep wondering would bushfires severe unputoutable wed water bombing aircraft,0,77
1582,bombing,,nasrallah america built isi destroy country culture history future every isi bombing,0,84
1583,bombing,,continues publicly ingratiate country directly responsible killing starving yemeni,0,82
1584,bombing,France,retweet fix problem deal root problem marine le pen macron tell u fight,0,71
1585,bombing,miami,republican primary voter nationally say support bombing agrabah agrabah country aladdin nottheoni,0,97
1586,bombing,,iran real villain wasnt saudi arabia found responsible massacre yemen,0,69
1587,bombing,,actually boris iranian people sick tired bloodthirsty corrupt evil g,0,68
1588,bombing,"Blagnac, France",unleashed uk economy brexit uk production manufacturing dropping like wwii,0,74
1589,bombing,倭国のド田舎  むぎわら一見とくまモンが居る所,syrian made homeless war living tent die bombing,0,48
1590,bombing,,american people donotconsent daily bombing atmosphere blocking sun sending much toxic rai,0,89
1591,bombing,Earth,trump promised commit war crime bombing cu,0,42
1592,bombing,Around the world,yemen articlevideo april u backed saudi coalition bombing starving civilian yemen f,0,83
1593,bombing,,really u planned war syria course putin amp assad,0,49
1595,bombing,"Ngarabal land, Australia",im expert anna seems mightve better chance w water bombing aircraft,0,67
1596,bombing,,wait saudi killed american american soil focused bombing iran leader,0,68
1597,bombing,,flashback olympic park bombing richard jewell fbi set fbi medium launched attack calculated p,0,93
1598,bombing,,yemen articlevideo april u backed saudi coalition bombing starving civilian yemen force,1,87
1599,bombing,,dead silly performative funeral victim u bombing passenger jet shot board,0,73
1600,bombing,,bombing drive awesomebombing drive wood much driver shaft thats sst pured youll hit,0,83
1601,bombing,Belgrade,libyan national army commander khalifa haftar left moscow without signing ceasefire lavr,0,88
1602,bombing,,bombing affected family sure emergency world leader meeting government united nation,0,84
1603,bombing,,government need something killing bombing around world,0,54
1604,bombing,,sweden bombing wave continues explosion stockholm uppsala,1,57
1605,bombing,Australia,last night sweden bombing massive explosion stockholm caused extensive damage apartm,1,84
1606,bombing,,area active shooter bombing kind terror receiving news family memb,1,66
1607,bombing,,bombing mean loss forsee loss chapaak pls calculate tell monday,0,63
1608,bombing,UK,recently interviewed porous border podcast experimental music talked upcoming project jogja v lo,0,96
1609,bombing,Proud Northumbrian.,first day leadership justin trudeau blamed boston marathon bombing social exclusion,0,83
1610,bombing,honeymoon avé.,bombing happening,0,17
1611,bombing,Some glacier called Maine,area active shooter bombing kind terror receiving news fami,0,59
1612,bombing,"Bangkok, Thailand",january wib first bomb blasted starbucks outlet area cakrawala building,0,71
1613,bombing,Bigfoots Bluff,image disturb bombing planned picture left,0,42
1614,bombing,,winter gaza special character many poor people gaza living home partially destroyed,0,83
1615,bombing,"Dallas, TX",agree chief justice robert appears try distance ever know go,0,60
1616,bombing,"Baltimore, MD",terrorist meeting others bombing base sh,0,40
1617,bombing,Australia,brainless report today u invader occupier iraq whining pple bombing killin,1,74
1618,bombing,Afghanistan,picture fall taliban destroyed bombing regime afg b,0,51
1619,bombing,,please tell american bombing tehran one ever heard,0,50
1620,bombing,United States of Africa,yemen articlevideo april u backed saudi coalition bombing starving civilian yemen,1,81
1621,bombing,,history teacher england used ask account class whenever ira bombing,0,67
1622,bombing,abuja,someone started sponsoring bh like notbut sitting president would raze part,0,75
1623,bombing,,revert back previous argument mass shooti,0,41
1624,bombing,"Los Angeles, CA",comic open mic didnt move said excuse three time coincidentally bombing,0,71
1626,bombing,"Houston, TX",think bombing assassinating people freedom,0,42
1627,bombing,"Belfast, North of Ireland ",acussing sinn fein bombing england amp robbing northern bank maybe,0,66
1628,bombing,,isnt strange coincidence people support,0,39
1629,bombing,"Muzaffarnagar, Uttar Pradesh",pt opposition photojournalist seen reacting rashideen bombing l rescuing injured child r fr,0,91
1630,bombing,"Australia-wide city, rural",ah think heavier water bombing onslaught would saved kangaroo island,0,68
1631,bombing,بيروت,bus ambulance refugee mostly child woman leaving fouah kafriya twoyear besiegeme,0,80
1632,bombing,,nomination man spoke passionately bombing syria telling politics starmer rayner,0,79
1633,bombing,,un soldier experience nato style bombing run freak fuck,0,55
1635,bombing,Australia,second brother oibada killed assad bombing daraa city ther mother alone without,0,79
1636,bombing,Near Taylor Swift’s Residence,soviet scared japanese atomic bomb would destruction whether,0,60
1637,bombing,Australia,resilience adaption like adapted met fire chief like ok,0,55
1638,bombing,,american politician speak foreign policy hostility mostly genuine peace overture dubious,0,88
1639,bombing,"Brunswick, Melbourne",gonna pick juanita favourite track barbara barbar,0,49
1640,bombing,,davindersingh story whackiest long time shake foundation much country ide,0,73
1641,bombing,,u iran amp pernicious proxy warswhy talking less possible bombing talkitout see,0,79
1642,bombing,Other Side Of Whatever This Wa,wondering timeline group lesbian violently,0,42
1643,bombing,India,bjp came power bombing aap chronology samjho buddhu firse congress power,0,72
1644,bombing,mumbai,davindersingh story whackiest long time shake foundation much country,0,69
1645,bombing,Calgary,right trying trick follower believing left opposition iran invasion based suppo,0,79
1646,bombing,"Cape Town, South Africa",ke sure ne dira makgakga even photobombing u,0,44
1647,bridge%20collapse,,london bridge falling need panic finance minister controlling collapse remotely,0,79
1648,bridge%20collapse,Chicago-Los Angeles-New York,collapse route coamo puerto rico hanging bridge,0,47
1649,bridge%20collapse,pattaya,fourth roadbridge collapse span week saying,1,43
1651,bridge%20collapse,"Los Angeles, CA",sorry whole system need reset there way much corruption across board trump,0,74
1652,bridge%20collapse,,london bridge falling need panic finance minister controlling collapse remotely w,0,81
1653,bridge%20collapse,,maharashtra bambhori jalgaon dist nh bridge river girna n,0,57
1654,bridge%20collapse,"Portland, OR",major fail driver washington caused section bridge collapse year ago,0,68
1655,bridge%20collapse,Connecticut,factually correct last toll ct mianus river bridge collapse,0,59
1656,bridge%20collapse,"Connecticut, USA",pointing mianus bridge collapse support toll despicable nonsensical toll yet brid,0,81
1657,bridge%20collapse,GL15 6SA,temporary path closure brockweir bigsweir bridge riverside route due work riverside bank collapse please,0,104
1658,bridge%20collapse,Wyre Forest UK,err whats bridge made cu didnt hear material mentioned bridge without sub,0,73
1659,bridge%20collapse,"Connecticut, USA",pointing mianus bridge collapse support toll despicable nonsensical toll yet,0,76
1660,bridge%20collapse,,hurricane harvey silsbee tx flooded hwy day bridge collapse,0,59
1661,bridge%20collapse,,still remember bjp disowning comment mumbai foot overbridge collapse,0,68
1662,bridge%20collapse,,dont forget friend crisis india rss always come help bridge collapse flood,0,74
1663,bridge%20collapse,,terriosts war riotschild stuck bore well bridge collapse disaster management call ar,0,84
1664,bridge%20collapse,,q cemex epstein adrenochrome hide evidence think hemoglobin quick search u pat,0,78
1665,bridge%20collapse,JAPAN IS WHERE MY HEART IS,q cemex epstein adrenochrome hide evidence think hemoglobin quick search,0,72
1666,bridge%20collapse,,ha ha shitting self thinking bridge going collapse right underneath ther,0,72
1667,bridge%20collapse,Edinburgh,yeah load cop stand around monitor half day,0,43
1668,bridge%20collapse,Edinburgh,hgv wrongly using bridge cause collapse diversion great deal longer,0,67
1669,bridge%20collapse,"Toronto, Ontario",hopefully bridge doesnt collapse im crossing,0,44
1671,bridge%20collapse,Inverleith Edinburgh,yeah load cop stand around monitor half day fo,0,46
1672,bridge%20collapse,Carmel NY,mustve missed bridge collapse connecticut police fire locally funde,0,67
1673,bridge%20collapse,,weird morbid driving bridge collapse able,0,41
1675,bridge%20collapse,,kingsbridge priory bridge collapse couldnt happen deserving people watching world without end,0,93
1676,bridge%20collapse,Home.,travel update boris bridge northern ireland scotland closed due high wind high sea,0,82
1677,bridge%20collapse,Castlevania City,cause silver bridge collapse merely herald never know,0,53
1678,bridge%20collapse,"Beacon Falls, CT",human error poor engineering caused bridge collapse nothing fear mongering,0,74
1679,bridge%20collapse,"San Francisco, CA",footnote mcculloughs great bridge blew mind late still didnt know bu,0,68
1680,bridge%20collapse,,interesting photo mianus river bridge collapse used collapsed,0,61
1681,bridge%20collapse,"The Gwalia, Llandrindod Wells",temporary path closure brockweir bigsweir bridge riverside route due work riverside bank collapse pl,0,100
1682,buildings%20burning,,agency need x back im burning building justiceforx justiceforx,0,62
1683,buildings%20burning,,many burning building run save someone,0,38
1684,buildings%20burning,,hey hotness burning building,0,28
1685,buildings%20burning,,town nothing much small adobe building flanked side men wome,0,60
1686,buildings%20burning,,liberal cult zombie en masse questioning potus,0,46
1687,buildings%20burning,"Belle Vernon, PA",case say tv station show two picture detroit fire department top brass posing fr,0,80
1688,buildings%20burning,,fucking tired im going sleep hope wake koneits burning building bye,0,67
1689,buildings%20burning,"Christchurch, New Zealand",start burning building news outlet full garbage,0,47
1690,buildings%20burning,,perfect sexy lady hunting burning building,0,42
1691,buildings%20burning,"Illinois, USA",im sure burning state ground electable position starting burning irs buil,0,73
1692,buildings%20burning,,chastise firefighter smiling running burning,0,44
1693,buildings%20burning,"Winnipeg, Manitoba",many building burning middle fucking winter isnt normal,0,55
1694,buildings%20burning,Yes,paragraph slap though like goddamn huge building always burning implacable fire huma,0,84
1695,buildings%20burning,,american street burning building point,0,38
1696,buildings%20burning,Chicago,ive following cory booker long time man literally saved people burning building care,0,84
1697,buildings%20burning,Northern Virginia,case say tv station show two picture detroit fire department top brass posi,0,75
1698,buildings%20burning,Earth,please tell happening building burning started fire killed people,0,65
1699,buildings%20burning,the dirty dirty,could say something like politics aside corey booker stand human bein,0,69
1700,buildings%20burning,Almost Heaven West Virginia,run burning building dipshit help u job lol,0,43
1701,buildings%20burning,"Sarasota, FL",lazy people run burning building save people,0,44
1702,buildings%20burning,humanity? who knows.,told burning building nice,0,26
1703,buildings%20burning,,australia burning worst yet come people dead million animal dead koala dead mi,1,78
1704,buildings%20burning,,winthrop need invest normal heating air unit old building bc uncontrollable setting g,0,85
1705,buildings%20burning,,keep burning fossil fuel become worse may even rip apart high rise building world leader w,0,90
1706,buildings%20burning,Conchologia,knowthese burning building annual occurrence ruling arson jus,0,61
1707,buildings%20burning,NYC,yeah thats def cool unless indiana kidding im little sensitive hometown,0,71
1708,buildings%20burning,"Whiterun, Skyrim",destruction magic fine dont go burning building,0,47
1709,buildings%20burning,Southern OBX,jfc racist comment guess lazy mayor rush burning building save people may,0,73
1710,buildings%20burning,Worcester,equipped go inside burning building youre experience home fire youve escaped nev,0,80
1711,buildings%20burning,"Texas, USA",mean better cop said many people would jump,0,43
1712,buildings%20burning,"Calgary, Alberta",flirted danger younger amp stupid thing yet fate spared grew amp fought country dodgi,0,85
1713,buildings%20burning,"South of Boston, MA",guy ran ragged helping constituent new jersey hurricane sandy,0,61
1714,buildings%20burning,London,mean there directness though like townhall whatevertown alabama built slave,0,75
1715,buildings%20burning,,idea many kind bombing burning building mullah ira,0,50
1716,buildings%20burning,,person cory save people burning building shovel snow constit,0,60
1717,buildings%20burning,,maybe ban wouldnt necessary muslim stopped flying plane building detonating car bomb shooting,0,93
1718,buildings%20burning,,burning building today hmu wanna join,0,37
1719,buildings%20burning,"Illinois, USA",kid arent hungry save stranger burning building,0,47
1720,buildings%20burning,Dirty-DTX,like dont agree cory booker lot thing seems like fundamental good person he fucking sa,0,86
1721,buildings%20burning,"Wisconsin, USA",dad volunteer fire chief thousand dollar training,0,49
1722,buildings%20burning,,idea many kind bombing burning building mullah iran middle east,0,63
1723,buildings%20burning,,cory booker run burning building save people youre telephone tough guy cant work umbrella,0,89
1724,buildings%20burning,"Barnegat, NJ",im sure whoever next democratic president appoint position le,0,61
1725,buildings%20burning,Canada,cant force another person suspend right life sake anothe,0,56
1726,buildings%20burning,United States,burning question people actually believe two hijacked plane went building,0,73
1727,buildings%20burning,All Over,booker even netflix going run senate campaign booker became superman literally,0,78
1728,buildings%20burning,Maryland,video drone footage capture massive bound brook fire gt courtesy rh,1,67
1729,buildings%20burning,"Florida, USA",favorite shot schofield silhouette burning building seemingly blinding audience th,0,82
1730,buildings%20burning,"Boise, ID",least cory booker time save old lady burning building also shovel sidewalk he,0,77
1731,buildings%20burning,"California, USA",sad see vegan saving people burning building hero campaign end strong voi,0,73
1732,buildings%20burning,"California, USA",cory booker ended presidential campaign order go back rescuing puppy people burning bui,0,87
1733,buildings%20burning,,flirted danger younger amp stupid thing yet fate spared grew amp fought country,0,79
1734,buildings%20burning,,winthrop need invest normal heating air unit old building bc uncontrollable setting j,0,85
1735,buildings%20burning,,errrr yeah watching yo,0,22
1736,buildings%20burning,,nia agent look around devastation describe see burning chunk diamond lie everywhere bui,0,87
1737,buildings%20burning,,burning horde building,0,22
1738,buildings%20burning,"Mpumalanga, South Africa",let hope people dont burn due ingorance,0,39
1739,buildings%20burning,Glasgow,still managed croak podcast episode yesterday one operation ryan soviet,0,71
1740,buildings%20burning,Coggeshall,fuelburning equipment used building semienclosed space without adequate ventilation overexposure,0,96
1741,buildings%20burning,Now England but from Scotland.,well maybe burning building particularly staff definitely burn tax code,0,71
1742,buildings%20burning,PlanetJCG,boundbrookfire firefighter several different department came together prevent even building burn,1,96
1743,buildings%20burning,RDS.1.5.400.FBE25538F29FEDD.AI,im sure burning state ground electable position starting burning,0,64
1744,buildings%20burning,New York City,massive fire burning apartment building construction neighboring building new jersey,1,84
1745,buildings%20burning,NJ,boundbrookfire firefighter several different department came together prevent even building,1,91
1746,buildings%20burning,,stupid poll would call help arrived average person isnt qualifi,0,63
1747,buildings%20burning,,unsportsmanlike behaviour theologian go back dark age start,0,59
1748,buildings%20burning,,cant pay people say fire cant pay people run burning building calling,0,69
1749,buildings%20burning,Sydney NSW Australia,back burning mainly protect residential building lucky enough get wind change,0,77
1750,buildings%20on%20fire,,fire panel say pull station pulled one building pull station look fine weird fire,0,81
1751,buildings%20on%20fire,earth,said like hell went pear shaped new year eve isolated eight day,0,63
1752,buildings%20on%20fire,"New Orleans, LA",wait discovered russian light fire jump building snow fun,0,57
1753,buildings%20on%20fire,OnFreedomRoad.com,falseflag v cal fire attack america say like question must asked,0,64
1754,buildings%20on%20fire,NJ NYC Philly AC Central NJ,demolition begun burned building boundbrook slow process investigation howwhere started,1,87
1755,buildings%20on%20fire,"Perth, Western Australia",catastrophic event grenfell tower neo reinforce need ensure building built,0,74
1756,buildings%20on%20fire,,upcoming seminar wednesday th january welcome new year talk fire heritage bui,0,77
1757,buildings%20on%20fire,"Queens Park, London.",point housing professional need keep johnson foot fire,0,54
1758,buildings%20on%20fire,India,sad news coming bhainsa nirmal district telangana peaceful stone pelter mob selectively targeted h,1,98
1759,buildings%20on%20fire,,thats epic fail win,0,19
1760,buildings%20on%20fire,,building set fire glasgow last year doesnt sit right,1,52
1761,buildings%20on%20fire,"Toronto, ON, Canada",fire ravaged notredame cathedral paris april whole world shock heritage,1,71
1762,buildings%20on%20fire,OnFreedomRoad.com,operationmockingbird v cal fire attack america say like question mu,0,67
1763,buildings%20on%20fire,"Illinois, USA",date city council landmarked groesbeck house w washington blvd built designed,0,77
1764,buildings%20on%20fire,"Keith,Moray",haha love glasgow building go fire seems wrong empty buil,0,57
1765,buildings%20on%20fire,Usually NJ. sometimes LI/NY!,demolition begun burned building boundbrook slow process investigation howwhere st,1,82
1766,buildings%20on%20fire,"Mount Pleasant, SC",afternoon fire alarm sounded building facility manager found fair linen frontal,1,79
1767,buildings%20on%20fire,,glasgow still setting unused building fire,1,42
1768,buildings%20on%20fire,"Bridgewater, NJ",update massive fire main street bound brook sunday night,1,56
1769,buildings%20on%20fire,Canberra,bushfire lesson available act ahead royal commission expert say ensuring town multiple access road build,0,104
1770,buildings%20on%20fire,"Dallas, TX",time prepare future show invest multifamily apartment building order,0,68
1771,buildings%20on%20fire,Australia,bushfire lesson available act ahead royal commission expert say ensuring town multiple access roa,0,97
1772,buildings%20on%20fire,"London, England",nod nowell parr architect library fire station many fine building name,0,70
1773,buildings%20on%20fire,,depends local fire code determines steep theyll allow stand newer building,1,74
1774,buildings%20on%20fire,Northern California USA,alarm fire boundbrook newjersey sun massive fire start pm story apt bldg retail,1,79
1775,buildings%20on%20fire,"Pittsburgh, PA",displaced home business owner shut transit system burned adjacent home building nj solutio,1,90
1776,buildings%20on%20fire,Unknown,enormous fire sunday engulfed two apartment building construction bound brook new jersey sowing pa,1,98
1777,buildings%20on%20fire,"New York, New York",nearly hour fire began crew still scene hosing building keep neighbor har,1,73
1778,buildings%20on%20fire,,raging fire bound brook new jersey sunday destroyed several building went seven alarm,1,85
1779,buildings%20on%20fire,OnFreedomRoad.com,coup v cal fire attack america say like question must asked,0,59
1780,buildings%20on%20fire,San Francisco,fire building knock power thousand would purposeful attack power grid maybe,1,75
1782,buildings%20on%20fire,,building fire seminole state college stanford campus fire truck including longwood seminolestate,1,96
1783,buildings%20on%20fire,"Sanford, FL",attention raider seminole county fire department slm campus assessing smoke electrical issue,1,92
1784,buildings%20on%20fire,Central Florida,attention raider seminole county fire department slm campus assessing smoke electrical issu,1,91
1785,buildings%20on%20fire,"Washington, DC",displaced home business owner shut transit system burned adjacent home building nj,1,82
1786,buildings%20on%20fire,"Philadelphia, PA",massive fire north jersey consumed least five building forced resident evacuate shut dow,1,88
1787,buildings%20on%20fire,New Jersey,following last night sevenalarm fire downtown bound brook citizen face power outage road closure sch,1,100
1788,buildings%20on%20fire,imperial stronghold,bomber fly high fighter fly low fighter fire lazers building small shop,0,71
1789,buildings%20on%20fire,"Hyderabad, India",sad news coming bhainsa nirmal district telangana peaceful stone pelter mob selectively targete,1,95
1790,buildings%20on%20fire,"Lima, OH",one injured fire th floor apartment building n elizabeth st lima,1,64
1791,buildings%20on%20fire,"Egham, South East",great attend fire safety working group week important work together share,0,73
1792,buildings%20on%20fire,"Sandviken, Sverige",sadly used people barely react people get shot car get,0,54
1793,buildings%20on%20fire,OnFreedomRoad.com,thankful v cal fire attack america say like question must asked,0,63
