keyword,location,text,target,text_length,word_count,char_count,avg_word_length,punctuation_count,uppercase_word_count,hashtag_count,url_count
terrorist,Follow for Follow,terrorist fire upon american hero iphones lawfully seized federal court authorizes search data,1,94,13,94,7.230769230769231,0,0,0,0
buildings%20on%20fire,USA,massive fire new jersey leaf thousand without power medium massive fire engulfed many building bou,1,98,15,98,6.533333333333333,0,0,0,0
collided,Unknown,photo ukranian plane shot right missile collided,1,48,7,48,6.857142857142857,0,0,0,0
ablaze,Unknown,cameroon bir soldier invaded southerncameroons village kimar setting ablaze total,1,81,10,81,8.1,0,0,0,0
thunderstorm,Exploring,seems thunderstorm heading way better retreat cave tent stand chance,1,68,10,68,6.8,0,0,0,0
razed,"Thornton, Cleveleys UK",thisday people feared dead devastating bushfires sweep perth australia,1,70,9,70,7.777777777777778,0,0,0,0
panic,Kannur / Bangalore / Dubai,watch panic among bank depositor bangalore must speak modi scare,1,64,10,64,6.4,0,0,0,0
curfew,"Ireland, Scotland",kashmirbleeds kashmirthelandofpain kashmirstillundercurfew kashmir curfew since august,1,86,7,86,12.285714285714286,0,0,0,0
earthquake,"Jigjidjav St, Ulaanbaatar",magnitude earthquake recorded bulgan aimag montsame mongolia,1,60,7,60,8.571428571428571,0,0,0,0
aftershock,Unknown,puerto ricans refusing home aside aftershock ground southwest puerto rico,1,73,10,73,7.3,0,0,0,0
dust%20storm,"Orland, California, USA",monster dust storm blanket several australian state grandsolar,1,62,8,62,7.75,0,0,0,0
evacuated,//sapusomotanga,animal around taal need help today assessment paw disaster team confirmed pet dog cow,1,85,14,85,6.071428571428571,0,0,0,0
apocalypse,Themyscira,survived london rush hour tube ride basically like surviving zombie apocalypse,1,78,11,78,7.090909090909091,0,0,0,0
emergency,"Newport News, VA",black milwaukee woman long emergency room wait blavity news,1,59,9,59,6.555555555555555,0,0,0,0
derailment,UK,emily run reduced service due derailment service,1,48,7,48,6.857142857142857,0,0,0,0
forest%20fire,"Colorado Springs, CO",hiker best outdrive forest fire,1,31,5,31,6.2,0,0,0,0
thunderstorm,"Wakefield, VA",special weather statement thunderstorm heavy rain affect central pasquotank,1,75,9,75,8.333333333333334,0,0,0,0
hazardous,Unknown,hazardous air level due bushfires australia make impossible continue match,1,74,10,74,7.4,0,0,0,0
collision,M50 Dublin,lane reopened inbound athgoe rathcoole following earlier multi vehicle collision msafety,1,88,11,88,8.0,0,0,0,0
arson,Unknown,arson major factor australian fire,1,34,5,34,6.8,0,0,0,0
derailment,Salford,delay minute cancellation thameslink stevenage cambridge ste,1,60,7,60,8.571428571428571,0,0,0,0
nuclear%20reactor,"Fukushima-shi, Fukushima",spent mixed oxide fuel removed reactor nuclear power plant western japan first,1,78,12,78,6.5,0,0,0,0
epicentre,Montreal,funny story today earthquake natural resource canada say epicentre south border,1,79,11,79,7.181818181818182,0,0,0,0
structural%20failure,Unknown,structural failure goody bremen georgia caused yesterday squall line collapse resulted due com,1,94,13,94,7.230769230769231,0,0,0,0
thunderstorm,"Perth, Western Australia",severe thunderstorm warning damaging wind heavy rainfall large hailstone people part goldfie,1,92,12,92,7.666666666666667,0,0,0,0
stretcher,"California, USA",feigning illness get carried stretcher thus morally leaving responsibility bill date,1,84,11,84,7.636363636363637,0,0,0,0
injuries,"Peel Region, Ontario",armed robbery convenience store located lisgar mississauga two culprit armed wit,1,80,11,80,7.2727272727272725,0,0,0,0
collision,"San Diego, CA",northbound flores drive traffic diverted due multivehicle traffic collision sdcaltransalert,1,91,10,91,9.1,0,0,0,0
rubble,"Aberdeen, Scotland",man charged northeast motorist crash boulder rubble would lorry,1,63,9,63,7.0,0,0,0,0
sinkhole,"Bellevue, WA, USA",another sinkhole horror china least dead huge sinkhole swallow bus pedestrian incident like,1,91,13,91,7.0,0,0,0,0
dust%20storm,Unknown,seen yesterday snpp omps aerosol index australiafires smoke south western australia black circl,1,95,13,95,7.3076923076923075,0,0,0,0
quarantined,Unknown,chinese woman quarantined thailand diagnosed mystery virus killed one person china htt,1,86,12,86,7.166666666666667,0,0,0,0
hazardous,"Melbourne, Victoria",melbourne air quality drop hazardous level bushfire smoke lingers victoria via,1,78,11,78,7.090909090909091,0,0,0,0
electrocute,"Pennsylvania, USA",wind turbine chop electric wire electrocute million federally protected bird bat annually impunity,1,98,13,98,7.538461538461538,0,0,0,0
displaced,Israel 🇮🇱,indonesia devastating flood people died displaced past israel offered humanita,1,78,10,78,7.8,0,0,0,0
screamed,Unknown,went valley play water girl suddenly screamed kicking water snake fell,1,70,11,70,6.363636363636363,0,0,0,0
wrecked,Unknown,jake corway wrecked running irp,1,31,5,31,6.2,0,0,0,0
crash,"Cape Cod, Massachusetts USA",barnstable police six transported hospital following multicar crash involving mashpee ambulance,1,95,11,95,8.636363636363637,0,0,0,0
fear,"Holland,Netherlands,Turkiye",palestinian mother trying protect child zionist feel fear terror sadness fuck zionism,1,85,12,85,7.083333333333333,0,0,0,0
blood,Unknown,noticing blood scratch face spitting blood felt thought,1,55,8,55,6.875,0,0,0,0
earthquake,"México,City",philippine island region earthquake sismo,1,41,5,41,8.2,0,0,0,0
typhoon,qc,last sem first week class cancelled typhoon sem volcanic eruption,1,65,10,65,6.5,0,0,0,0
inundated,"Los Angeles, CA",australia indonesia facing climate disaster sinking capital jakarta surrounding,1,79,9,79,8.777777777777779,0,0,0,0
survived,"El Dorado Hills, CA",british woman thought deadly nerve agent perfume london british man survived exposure deadly,1,92,13,92,7.076923076923077,0,0,0,0
forest%20fires,USA,pray australia forest fire shirt,1,32,5,32,6.4,0,0,0,0
hazardous,"Melbourne, Victoria",coalition message victorian dealing hazardous air quality today,1,63,8,63,7.875,0,0,0,0
army,"Sarni, India",avalanche hit army amp bsf post jawan rescued jawan still missing bad weather hamper rescue operation http,1,106,17,106,6.235294117647059,0,0,0,0
trapped,Jammu And Kashmir,border security force last evening avalanche hit bsf deployment naugam sector along loc sea,1,91,14,91,6.5,0,0,0,0
devastation,Chile,side side comparison fire devastation kangaroo island australia,1,63,8,63,7.875,0,0,0,0
nuclear%20disaster,New England,entire history nuclear caused death sixty people chernobyl,1,58,8,58,7.25,0,0,0,0
volcano,Unknown,phivolcs taaleruption taal volcano still spewing ash ash blown towards southwest metro man,1,90,13,90,6.923076923076923,0,0,0,0
aftershock,Unknown,aftershock happens within day main shock predict say,1,52,8,52,6.5,0,0,0,0
wild%20fires,Unknown,fire gone wild know whose responsible fire soros amp brat set unfair unbalanced tesla,1,85,14,85,6.071428571428571,0,0,0,0
rioting,Liberty Avenue,two six men accused inciting riot rightwing patriot prayer leftleaning antifa outside portland pub,1,98,14,98,7.0,0,0,0,0
upheaval,Unknown,putin financing syria watching upheaval iran fresh allyand,1,58,8,58,7.25,0,0,0,0
suicide%20bombing,Afghanistan,heartbreaking aged mother father walk mile reach hospital faryab son used amb,1,77,12,77,6.416666666666667,0,0,0,0
buildings%20on%20fire,"Hyderabad, India",sad news coming bhainsa nirmal district telangana peaceful stone pelter mob selectively targete,1,95,13,95,7.3076923076923075,0,0,0,0
body%20bag,Dublin,someone murdered body part left bag coolock last night gov going acknowledge,1,76,12,76,6.333333333333333,0,0,0,0
exploded,Nigeria,walked office set laptopbattery exploded,1,40,5,40,8.0,0,0,0,0
explosion,Africa🌏,president muhammadu buhari expressed deep sadness gas explosion led death chairman nigeria,1,90,12,90,7.5,0,0,0,0
wildfire,"Sydney, Australia",strato meet australian animal hardest hit wildfire disaster startup,1,67,9,67,7.444444444444445,0,0,0,0
quarantined,Unknown,woman new coronavirus quarantined thailand case outside china,1,61,8,61,7.625,0,0,0,0
airplane%20accident,Unknown,compassion family ukrainian airplane shot accident,1,50,6,50,8.333333333333334,0,0,0,0
derailment,UK,sorry hear running reduced service moment due freight,1,53,8,53,6.625,0,0,0,0
dust%20storm,Unknown,seen yesterday snpp omps aerosol index australiafires smoke south western australia black circl,1,95,13,95,7.3076923076923075,0,0,0,0
rescued,Fairbanks AK,toddler rescued parent car stolen texas gas station arrested,1,60,9,60,6.666666666666667,0,0,0,0
collided,Unknown,photo ukranian plane shot right missile collided,1,48,7,48,6.857142857142857,0,0,0,0
drought,Unknown,next abcthe desperate measure community taking ensure enough water survive,1,74,10,74,7.4,0,0,0,0
hijacking,Unknown,cable haunt unknown million broadcombased cable modem open hijacking,1,68,9,68,7.555555555555555,0,0,0,0
blaze,"Nairobi, Kenya",blaze buff kill,1,15,3,15,5.0,0,0,0,0
thunderstorm,"Atlanta, GA",weather alert severe thunderstorm warning including franklin fairview forest hill cst,1,85,11,85,7.7272727272727275,0,0,0,0
collided,Tнaїlaиd,appeal driving barnet around last night dark coloured audi collided lamp,1,72,11,72,6.545454545454546,0,0,0,0
collision,Monasterevin Co Kildare,dublin multivehicle collision inbound,1,37,4,37,9.25,0,0,0,0
outbreak,Unknown,neverbeforeseen virus may behind mystery outbreak china,1,55,7,55,7.857142857142857,0,0,0,0
annihilation,"Henderson, NV",like iraniraq war root mutual annihilation,1,42,6,42,7.0,0,0,0,0
buildings%20on%20fire,"Bridgewater, NJ",update massive fire main street bound brook sunday night,1,56,9,56,6.222222222222222,0,0,0,0
crash,Everywhere,iran grappling unrest ukrainian plane crash warns protester everything necessary protect,1,88,11,88,8.0,0,0,0,0
wildfire,"Fort Hood, TX",australia koala population taken extraordinary hit wildfire could classifie,1,75,9,75,8.333333333333334,0,0,0,0
drowned,"Mafikeng, South Africa",saved baby life today touched patient year performed cpr toddler drowned,1,72,11,72,6.545454545454546,0,0,0,0
earthquake,"New Jersey, USA",map felt report received far following earthquake puerto rico region min ago,1,76,12,76,6.333333333333333,0,0,0,0
rubble,Cymru,blocked drain january blocked drain full sandrubble front king edward,1,69,10,69,6.9,0,0,0,0
threat,Rural Usa,serious bomb threat took place yesterday jersey city bomb could killed people football field,1,92,14,92,6.571428571428571,0,0,0,0
evacuated,Unknown,pogrom uman shabbos ukrainian thug attack jew evacuated hospital via,1,68,10,68,6.8,0,0,0,0
suicide%20bomb,"Rawalpindi, Pakistan",last week main bomb amp suicide attack howay street crime main,1,62,11,62,5.636363636363637,0,0,0,0
rioting,Unknown,assassination iranian general killing innocent passenger aboard,1,63,7,63,9.0,0,0,0,0
avalanche,"Bangalore, India",bsf soldier killed avalanche kashmir naugam sector personnel rescued,1,68,9,68,7.555555555555555,0,0,0,0
famine,Hyderabad,adolf hitler took year murder million jew whereas million indian killed one year,1,80,13,80,6.153846153846154,0,0,0,0
injuries,"Peel Region, Ontario",robbery rabba fine food bristol road west mississauga two masked culprit weapon seen injury,1,91,14,91,6.5,0,0,0,0
inundated,"Los Angeles, CA",australia indonesia facing climate disaster sinking capital jakarta surrounding,1,79,9,79,8.777777777777779,0,0,0,0
collided,Tнaїlaиd,appeal driving barnet around last night dark coloured audi collided lamp,1,72,11,72,6.545454545454546,0,0,0,0
hostage,Africa🌏,security force nigeria working continuously return taken hostage boko haram family friend,1,89,12,89,7.416666666666667,0,0,0,0
flooding,"Bronx, NY— Richmond, VA",rain going dumb flooding,1,24,4,24,6.0,0,0,0,0
fatal,Unknown,june people suicide month regularly june fatal case increase,1,60,9,60,6.666666666666667,0,0,0,0
snowstorm,Unknown,torn utility wire snowstorm terminator time traveling,1,53,7,53,7.571428571428571,0,0,0,0
storm,"Kibworth Harcourt, Leics. UK",number call power cut know also register wpds severe weather bulletin regist,1,76,12,76,6.333333333333333,0,0,0,0
threat,Unknown,amp entire freeworld must recognize china pose huge threat humanrights democracy amp ultimately,1,95,13,95,7.3076923076923075,0,0,0,0
massacre,"मुंबई, भारत",thesiger chelmsford viceroy india jallianwala bagh massacre yet huge private,1,76,10,76,7.6,0,0,0,0
mass%20murderer,Unknown,day since zariamassacre illegal detention sheikh zakzaky wicked mass murderer criminal preside,1,94,12,94,7.833333333333333,0,0,0,0
derailed,Unknown,one busiest day currently stuck king cross due derailed train causing delaysam,1,78,12,78,6.5,0,0,0,0
hurricane,Unknown,public art protest art resistance puerto rico hurricane veranodel,1,65,9,65,7.222222222222222,0,0,0,0
arson,"Perth, Western Australia",inquiry show alarming increase,1,30,4,30,7.5,0,0,0,0
typhoon,Quezon City,remember naga city hit typhoon nina asked even lgus already doi,1,63,11,63,5.7272727272727275,0,0,0,0
hurricane,"Colorado, USA",jill squirrel cannot without teddy bear following rescue hurricane traumatized human deserve,1,92,12,92,7.666666666666667,0,0,0,0
nuclear%20disaster,The America's.,latest return fukushima inside ground zero nearly nine year nuclear disaster nbc nightly news,1,93,14,93,6.642857142857143,0,0,0,0
flames,Unknown,communal violence telanganas bhainsa stone pelting vehicle set fire medium reported house set fire,1,98,14,98,7.0,0,0,0,0
collided,Unknown,three people taken hospital two car collided surfer paradise news http,1,70,11,70,6.363636363636363,0,0,0,0
oil%20spill,"Queensland, Australia",report oil spill mount crosby northbound left lane roundabout warrego hwy,1,73,11,73,6.636363636363637,0,0,0,0
derailment,Unknown,derailment hitchen happened affecting southbound train,1,54,6,54,9.0,0,0,0,0
loud%20bang,"ftw, tx",something exploded outside apartment loud bang flash light tengo miedo,1,70,10,70,7.0,0,0,0,0
military,Philippines,thousand filipino evacuation center without electricity dire need food wate,1,75,10,75,7.5,0,0,0,0
oil%20spill,3rd Rock from the Sun,trump presidency oil spill alaska resulted possib,1,49,7,49,7.0,0,0,0,0
earthquake,4,earthquakeph earthquakecavite earthquake information date time jan magnitude depth,1,82,9,82,9.11111111111111,0,0,0,0
bomb,Unknown,breaking bomb van kosher market terror suspect could killed people football field away official say,1,99,15,99,6.6,0,0,0,0
wounds,Unknown,epileptic lady stay dobsonville ext without power tge past mont,1,63,10,63,6.3,0,0,0,0
detonate,"Chennai, Bharat",flight make emergency landing kolkata passenger threatens detonate bomb,1,71,9,71,7.888888888888889,0,0,0,0
earthquake,"Bronx,NY",minago earthquake hit canas barrio ponce puerto rico ast rspr tem,1,65,11,65,5.909090909090909,0,0,0,0
derailed,Unknown,freight train derailed ahead check,1,34,5,34,6.8,0,0,0,0
hijack,UK,davinder singh involved negotiation kandahar flight hijack davinder singh involved parliament attack,1,100,12,100,8.333333333333334,0,0,0,0
injuries,"Siracusa, Sicilia",frank kangaroo left horrific injury sick cruel yob shoot arrow fun,1,66,11,66,6.0,0,0,0,0
flooding,Unknown,received video bukavu drc heavy rain amp flooding weekend led people killed,1,75,12,75,6.25,0,0,0,0
curfew,Unknown,since kashmir curfew nazreen may able,1,37,6,37,6.166666666666667,0,0,0,0
fatality,"England, United Kingdom",could easily fatality,1,21,3,21,7.0,0,0,0,0
panic,Kannur / Bangalore / Dubai,watch panic among bank depositor bangalore must speak modi scare,1,64,10,64,6.4,0,0,0,0
outbreak,"Pinang, Malaysia",influenza outbreak asia right please extra careful everyone,1,59,8,59,7.375,0,0,0,0
suicide%20bombing,Hyderabad,heartbreaking aged mother father walk mile reach hospital faryab son used ambulance,1,83,12,83,6.916666666666667,0,0,0,0
mudslide,Hawaii,mudslide close kailuabound lane pali highway honolulu staradvertiser,1,68,8,68,8.5,0,0,0,0
tornado,"Cleveland, OH",storm passing holly pond saturday tornado touched nearby video,1,62,9,62,6.888888888888889,0,0,0,0
mudslide,Unknown,mudslide ein alloza neighborhood silwan south alaqsa mosque without intervention jerusalem municip,1,98,12,98,8.166666666666666,0,0,0,0
bioterror,U.S.A.,usmexico border portal swine flu bioterror headline health,1,58,8,58,7.25,0,0,0,0
screamed,Unknown,boy screamed going die badly burnt trying copy youtube stunt,1,60,10,60,6.0,0,0,0,0
flooding,Kenya,dubai airport flooding flight delayed cancelled via ever,1,56,8,56,7.0,0,0,0,0
emergency%20services,United Kingdom,emergency service called collision near maidstone read,1,54,7,54,7.714285714285714,0,0,0,0
derailment,Unknown,derailment hitchen happened affecting southbound train,1,54,6,54,9.0,0,0,0,0
nuclear%20reactor,Ireland,spent mixed oxide fuel removed reactor nuclear power plant western japan first operat,1,85,13,85,6.538461538461538,0,0,0,0
suicide%20bombing,Deutschland 🇩🇪,death toll pakistan mosque suicide bombing rise,1,47,7,47,6.714285714285714,0,0,0,0
accident,Unknown,iran say shot ukraine international flight accident picture aircraft,1,68,9,68,7.555555555555555,0,0,0,0
military,Unknown,inthenews nigerien president sack army chief others terrorist attack military base,1,82,11,82,7.454545454545454,0,0,0,0
sinkhole,日本 東京,sinkhole swallow bus passenger killing least,1,44,6,44,7.333333333333333,0,0,0,0
casualties,"北京, 中华人民共和国",update casualty found fire put according local authority,1,56,8,56,7.0,0,0,0,0
tornado,Unknown,myradarwx aaronjayjack severe storm tornado warning overtaking corridor near gainesville,1,88,10,88,8.8,0,0,0,0
stretcher,23// exo wayv got7 nct21,flung stretcher could continue play,1,35,5,35,7.0,0,0,0,0
rioting,United States,defendant joey gibson plead rioting patriot prayerantifa clash,1,62,8,62,7.75,0,0,0,0
wounded,"calhoun, LA",wotv news teen hunter charged animal cruelty attack wounded deer,1,64,10,64,6.4,0,0,0,0
rescued,Fairbanks AK,toddler rescued parent car stolen texas gas station arrested,1,60,9,60,6.666666666666667,0,0,0,0
curfew,Unknown,talk situation kashmir curfew since day germany dem,1,51,8,51,6.375,0,0,0,0
tragedy,Unknown,zulaikhas son ambulance driver faryab killed year ago suicide attack still workp,1,80,12,80,6.666666666666667,0,0,0,0
damage,Unknown,yearold white man shoot black apartment manager leg water damage unit,1,69,11,69,6.2727272727272725,0,0,0,0
rescue,Unknown,mariska safe thanks amp cleared fur takeoff rescue pledge massive,1,65,10,65,6.5,0,0,0,0
body%20bag,Dublin,someone murdered body part left bag coolock last night gov going acknowledge,1,76,12,76,6.333333333333333,0,0,0,0
razed,"Suleja, Nigeria",fire outbreak razed shop ravaging furniture worth million kugbo furniture market abuja rea,1,90,13,90,6.923076923076923,0,0,0,0
loud%20bang,Unknown,loud bang earlier today ngei estatesounded like transformer exploding follow,1,76,10,76,7.6,0,0,0,0
windstorm,"Studio - Sooke, BC, Canada",sooke basin look like open ocean today windstorm bcstorm,1,56,9,56,6.222222222222222,0,0,0,0
injuries,Dorchester,dorset police employee seek compensation injury duty,1,52,7,52,7.428571428571429,0,0,0,0
panic,Unknown,remember panic attack best friend one helped via phone call mile away,1,69,12,69,5.75,0,0,0,0
sinkhole,Chicago,sinkhole swallow bus passenger killing least yale fishman,1,57,8,57,7.125,0,0,0,0
wild%20fires,Unknown,volcanic eruption happening million year wild fire,1,50,7,50,7.142857142857143,0,0,0,0
collision,Monasterevin Co Kildare,dublin multivehicle collision inbound,1,37,4,37,9.25,0,0,0,0
explosion,Unknown,update phreatic explosion taal volcano still ongoing,1,52,7,52,7.428571428571429,0,0,0,0
nuclear%20disaster,"Toronto, Ontario, Canada",matt gurney false nuclear alert show canadian case disaster,1,59,9,59,6.555555555555555,0,0,0,0
avalanche,"Peshawar, Pakistan",apparently avalanche hit neelumvalley azad kashmir leading multiple casualty mainstream medium yet,1,98,12,98,8.166666666666666,0,0,0,0
apocalypse,"vld, mdzs, bnha, hq!!",day postapocalyptic lance really want share everything best buddy apocalypse mean hard time,1,91,13,91,7.0,0,0,0,0
drown,South Africa,petition sign justice dog tied rock dumped river drown,1,54,9,54,6.0,0,0,0,0
wreckage,Unknown,iran plane crash wreckage spotted space satellite photo,1,55,8,55,6.875,0,0,0,0
sunk,"London, England",roman bronze rostrum ram recovered coast egadi island near sicily ship sunk bat,1,79,13,79,6.076923076923077,0,0,0,0
aftershock,NYC,magnitude quake puertorico morning caused day aftershock forecast change estimate increased,1,91,11,91,8.272727272727273,0,0,0,0
lightning,Unknown,ooo scary lightning scorpia scared lightning adorable,1,53,7,53,7.571428571428571,0,0,0,0
sirens,엑소,wonder hear siren earlier merc caught fire near pavillion hope everyone,1,71,11,71,6.454545454545454,0,0,0,0
bioterror,"Destin, FL",usmexico border portal swine flu bioterror via,1,46,7,46,6.571428571428571,0,0,0,0
destruction,"München, Bayern",wildfire destroyes australia view blue mountain national park new south wale show path destruct,1,95,14,95,6.785714285714286,0,0,0,0
earthquake,"Jigjidjav St, Ulaanbaatar",magnitude earthquake recorded bulgan aimag montsame mongolia,1,60,7,60,8.571428571428571,0,0,0,0
oil%20spill,Unknown,livestock carrier spill fuel oil port ceuta ceuta port fuel spill maritime,1,74,12,74,6.166666666666667,0,0,0,0
thunderstorm,Unknown,severe thunderstorm woke panic attack due sound thunder good time right,1,71,11,71,6.454545454545454,0,0,0,0
injured,"Owerri, Imo State Nigeria",colorado police arrest suspect injured apparent random stabbing national,1,72,9,72,8.0,0,0,0,0
tragedy,Unknown,imagine asshole think taal eruption tragedy one died despite economic,1,69,10,69,6.9,0,0,0,0
crashed,"Tucson, AZ",boeing employee mocked lion air staff seeking max training calling idiot year later people died,1,95,15,95,6.333333333333333,0,0,0,0
crash,Russia. In the dense forests.,breaking iranian judiciary spokesman say several arrested role ukraine plane crash report,1,89,12,89,7.416666666666667,0,0,0,0
evacuate,Durham  N.C.,new ben carson promised act died carbon monoxide poisoning public housing one year later hud,1,92,15,92,6.133333333333334,0,0,0,0
fatal,Website Launch TBA,evening spoke fatal plane crash iran need thorough amp credible investi,1,71,11,71,6.454545454545454,0,0,0,0
riot,World,theworlddetective france riot police attack worker strike also attack reporting,1,79,10,79,7.9,0,0,0,0
heat%20wave,Unknown,australia middle summer trapped homesthe air outside filled smoke delib,1,71,10,71,7.1,0,0,0,0
cliff%20fall,"Maine, USA",yearold british tourist killed weekend falling cliff australia taking selfie,1,76,10,76,7.6,0,0,0,0
casualty,Armenia,rta bagratunyats avenue casualty,1,32,4,32,8.0,0,0,0,0
blight,Egypt - UAE,tunisian fisherman driven perilous depth mystery sea sponge blight,1,66,9,66,7.333333333333333,0,0,0,0
cyclone,Unknown,pretty spectacular animation rapidly intensifying extratropical cyclone brendan north atlantic today,1,100,11,100,9.090909090909092,0,0,0,0
nuclear%20disaster,Unknown,abukuma river bed middle fukushima city year nuclear disaster svh radiation japan,1,81,12,81,6.75,0,0,0,0
suicide%20bomber,Tip of the edge,five year ago aitzaz hasan bangash gave life year old schoolboy embracing suicide bomber body,1,93,15,93,6.2,0,0,0,0
rioting,Liberty Avenue,two six men accused inciting riot rightwing patriot prayer leftleaning antifa outside portland pub,1,98,14,98,7.0,0,0,0,0
seismic,"San Pablo City, Calabarzon",update january intense seismic activity coupled fissuring,1,57,7,57,8.142857142857142,0,0,0,0
epicentre,"Québec, Canada",hunh turn epicentre morning earthquake mere mile place guess,1,60,9,60,6.666666666666667,0,0,0,0
first%20responders,"Coquitlam, British Columbia",first responder onscene possible overdose call inside tim hortons lougheed mall one patient transported,1,103,14,103,7.357142857142857,0,0,0,0
first%20responders,"Miami, FL",people including first responder died today result severe storm south puerto rico,1,81,12,81,6.75,0,0,0,0
lava,Unknown,lightning sighted taalvolcano detail,1,36,4,36,9.0,0,0,0,0
attacked,Unknown,india attacked islamic terrorist leftist medium silent hundred jihadist attacked hindu looted amp burned,1,104,14,104,7.428571428571429,0,0,0,0
airplane%20accident,Qom,although late extend condolence family victim ukrainian airplane falling,1,72,9,72,8.0,0,0,0,0
terrorist,Follow for Follow,terrorist fire upon american hero iphones lawfully seized federal court authorizes search data,1,94,13,94,7.230769230769231,0,0,0,0
displaced,Unknown,indonesia devastating flood people died displaced past israel offered humanitaria,1,81,10,81,8.1,0,0,0,0
disaster,"Las Vegas, NV",people puerto rico battered hurricane earthquake need humanitarian assistance,1,77,9,77,8.555555555555555,0,0,0,0
bioterror,"Destin, FL",usmexico border portal swine flu bioterror via,1,46,7,46,6.571428571428571,0,0,0,0
wounded,"Islamabad, Pakistan",snow avalunch update sdma people including womens childrens killed wounded snow,1,79,11,79,7.181818181818182,0,0,0,0
engulfed,Unknown,sir peter morrison implicated child abuse scandal engulfed childrens home north wale,1,84,12,84,7.0,0,0,0,0
massacre,"Peshawar, Pakistan",kharqamar massacre occurred soon opposition party included meeting discu,1,72,9,72,8.0,0,0,0,0
annihilation,The Phantom Zone,complete nuclear annihilation except pop back happening,1,55,7,55,7.857142857142857,0,0,0,0
famine,Larrakia,unocha ochahaiti current food security situation dramatic hurricane earthquak,1,77,9,77,8.555555555555555,0,0,0,0
oil%20spill,Unknown,volunteer battle remove oil paiva beach pernambuco state brazil oil washed beach along,1,86,13,86,6.615384615384615,0,0,0,0
body%20bag,"Moreton, now Bradford. ",human body part found stuffed bag police probe suspicious death suspicious say,1,78,12,78,6.5,0,0,0,0
electrocuted,Unknown,police electrocuted arrested giving legal aid anticaa protestors kota lawyer,1,76,10,76,7.6,0,0,0,0
outbreak,Unknown,told friend working kpj bed full yes influenza outbr,1,52,9,52,5.777777777777778,0,0,0,0
traumatised,Konohagakure,traumatised second time,1,23,3,23,7.666666666666667,0,0,0,0
outbreak,"Quezon City, National Capital Region",statement said evidence highly suggestive outbreak associated exposure one seafoo,1,81,10,81,8.1,0,0,0,0
tragedy,"North of Eden, Britain...",drag queen protest end tragedy ricky gervais cancelled,1,54,8,54,6.75,0,0,0,0
sunk,Canada,polish destroyer orp grom sunk norwegian campaign may sinking,1,61,9,61,6.777777777777778,0,0,0,0
sinkhole,Denmark,bus lifted sinkhole expanded area sqm within sec road collapse,1,62,10,62,6.2,0,0,0,0
seismic,#ImpeachTrump,taal volcano news live hundred thousand urged flee possible eruption intense seismic activity rock,1,98,14,98,7.0,0,0,0,0
airplane%20accident,"Port Charlotte, FL",iran blow airplane accident intended shot accident civilian aircraft,1,68,9,68,7.555555555555555,0,0,0,0
outbreak,Unknown,neverbeforeseen virus may behind mystery outbreak china,1,55,7,55,7.857142857142857,0,0,0,0
razed,Global,authority kerala india razed two luxury high rise apartment building violating environmental law clima,1,102,14,102,7.285714285714286,0,0,0,0
suicide%20bombing,"San Diego, CA",read news sad lost aunt suicide bombing year ago afgh,1,53,10,53,5.3,0,0,0,0
mass%20murderer,Unknown,day since inhuman zariagenocide wicked mass murderer tyrant men murdered woman murdered,1,87,12,87,7.25,0,0,0,0
sinkhole,Chicago,sinkhole swallow bus passenger killing least yale fishman,1,57,8,57,7.125,0,0,0,0
suicide%20bomber,Worldwide,jan remembering bombing kouyape cameroon suicide bomber killed people wounded lea,1,81,11,81,7.363636363636363,0,0,0,0
rioting,Jaipur,british tank street bloody rioting calcutta hindu muslim,1,56,8,56,7.0,0,0,0,0
threat,Unknown,osama bin laden pose imminent threat interest time killing,1,58,9,58,6.444444444444445,0,0,0,0
police,"کراچی, London",reported suicide police official pakistan ahmed officer lahore committed,1,72,9,72,8.0,0,0,0,0
detonate,Unknown,new today authority reveal antisemitic couple targeted kosher supermarket also massive,1,86,11,86,7.818181818181818,0,0,0,0
crash,20012,boundarystones year ago today washington mourned two unrelated deadly tragedy crash flight,1,90,12,90,7.5,0,0,0,0
forest%20fire,The Beach,tonight seen fire tokeh village increase small fire hour need,1,61,10,61,6.1,0,0,0,0
hijacker,South Africa 🇿🇦,hijacker funeral showed criminal upper hand law enforcement many people tortured amp police proac,1,97,14,97,6.928571428571429,0,0,0,0
rescued,"Batangas City, Calabarzon",rescued animal already arrived residence cousin kennel opened free temporary shelter,1,84,11,84,7.636363636363637,0,0,0,0
earthquake,Chile,temblor southeast easter island magnitude region southeast easter island date time,1,82,11,82,7.454545454545454,0,0,0,0
emergency%20services,Belfast northern ireland,emergency service battening save home stormbrendan carrickfergus water continues flood street,1,93,11,93,8.454545454545455,0,0,0,0
floods,Brussels,sentinel sistan baluchestan iran heavy rain generate flood chabahar county band data,1,84,12,84,7.0,0,0,0,0
chemical%20emergency,"Ipswich, Suffolk",chemical incident swimming pool spark huge emergency response,1,61,8,61,7.625,0,0,0,0
forest%20fire,"Lagos, Nigeria",crazy weekend virginia high wind large forest fire close house thankfully rain,1,78,12,78,6.5,0,0,0,0
seismic,"Florida, USA",headline earthquake strike puerto rico killing least amid heavy seismic activity someone please inte,1,100,14,100,7.142857142857143,0,0,0,0
